method,resize_ratio,region_threshold,bbox_padding,total_samples,crop_accuracy,stage1_accuracy,stage2_accuracy,stage3_accuracy,avg_stage1_time,avg_stage2_time,avg_stage3_time,avg_total_time,avg_stage1_tflops,avg_stage2_tflops,avg_total_tflops,timestamp
final_0918,0.6,0.11,0,437,98.17,87.87,88.33,90.16,1.4793,0.2172,0.0002,1.6967,26.73,2.05,28.78,2025-09-18 17:47:09
final_0918,0.6,0.2,0,437,97.25,87.87,88.1,89.02,1.4812,0.2062,0.0002,1.6877,26.73,1.78,28.51,2025-09-18 17:50:45
final_0918,0.6,0.12,0,437,97.94,87.87,88.79,89.24,1.4808,0.2194,0.0003,1.7005,26.73,2.01,28.73,2025-09-18 17:52:03
final_0918,0.7,0.11,0,437,97.48,87.64,87.19,88.79,1.9755,0.2133,0.0003,2.1891,39.51,2.0,41.51,2025-09-18 18:29:01
final_0918,0.7,0.2,0,437,97.25,87.64,88.1,89.02,1.9789,0.206,0.0003,2.1852,39.51,1.76,41.27,2025-09-18 18:32:19
final_0918,0.7,0.12,0,437,97.48,87.64,87.19,88.79,1.9789,0.21,0.0003,2.1892,39.51,1.95,41.46,2025-09-18 18:33:55
final_0918,0.8,0.11,0,437,97.48,88.56,89.7,90.39,3.5048,0.2151,0.0004,3.7203,56.59,2.0,58.58,2025-09-18 19:30:53
final_0918,0.8,0.2,0,437,96.34,88.56,89.47,90.39,3.5237,0.204,0.0004,3.7281,56.59,1.71,58.3,2025-09-18 19:34:13
final_0918,0.8,0.12,0,437,97.25,88.56,89.7,90.39,3.5001,0.2153,0.0004,3.7158,56.59,1.94,58.53,2025-09-18 19:35:53
final_0918,0.9,0.11,0,437,97.71,89.02,89.02,89.7,4.4294,0.2095,0.0005,4.6394,78.93,1.85,80.78,2025-09-18 20:50:54
final_0918,0.9,0.2,0,437,97.25,89.02,91.76,91.76,4.4453,0.2052,0.0005,4.651,78.93,1.62,80.55,2025-09-18 20:54:26
final_0918,0.9,0.12,0,437,97.71,89.02,89.7,90.39,4.4453,0.2119,0.0005,4.6578,78.93,1.82,80.75,2025-09-18 20:56:18
qwen25vl,0.5,0.11,20,437,67.51,11.67,26.09,20.82,0.9658,0.3015,0.0003,1.2677,17.23,3.43,20.66,2025-09-18 21:35:50
final_0918,1.0,0.11,0,437,97.48,89.02,90.39,91.08,5.9167,0.2148,0.0005,6.132,87.4,1.9,89.3,2025-09-18 22:31:12
final_0918,1.0,0.2,0,437,96.8,89.02,89.47,90.62,5.8855,0.2023,0.0005,6.0883,87.4,1.66,89.06,2025-09-18 22:34:05
final_0918,1.0,0.12,0,437,97.25,89.02,90.62,91.3,5.9339,0.2107,0.0005,6.1452,87.4,1.86,89.26,2025-09-18 22:36:45
