method,resize_ratio,region_threshold,bbox_padding,total_samples,crop_accuracy,stage1_accuracy,stage2_accuracy,stage3_accuracy,avg_stage1_time,avg_stage2_time,avg_stage3_time,avg_total_time,avg_stage1_tflops,avg_stage2_tflops,avg_total_tflops,timestamp
final_0917,0.8,0.14,20,334,97.9,88.92,88.02,89.52,1.2219,0.1957,0.0002,1.4178,21.82,1.51,23.33,2025-09-18 05:45:20
final_0917,0.8,0.12,25,334,98.5,88.92,88.92,90.12,1.2221,0.1964,0.0002,1.4187,21.82,1.62,23.44,2025-09-18 05:46:26
final_0918,0.3,0.11,0,334,97.31,44.31,88.62,88.32,0.2548,0.3128,0.0001,0.5677,2.95,4.63,7.58,2025-09-18 16:34:56
final_0918,0.3,0.2,0,334,94.91,44.31,84.73,86.53,0.2532,0.2563,0.0001,0.5095,2.95,3.27,6.22,2025-09-18 16:39:30
final_0918,0.3,0.12,0,334,97.01,44.31,87.43,88.02,0.2531,0.3022,0.0001,0.5554,2.95,4.43,7.38,2025-09-18 16:40:05
final_0918,0.4,0.11,0,334,97.31,63.47,88.92,88.92,0.3254,0.2252,0.0001,0.5507,4.85,2.41,7.25,2025-09-18 16:54:53
final_0918,0.4,0.2,0,334,95.81,63.47,88.32,88.02,0.3253,0.2038,0.0001,0.5292,4.85,1.79,6.64,2025-09-18 16:59:04
final_0918,0.4,0.12,0,334,97.31,63.47,87.72,87.43,0.3218,0.2188,0.0001,0.5406,4.85,2.3,7.15,2025-09-18 16:59:53
final_0918,0.5,0.11,0,334,98.8,76.65,88.32,88.62,0.4361,0.2023,0.0001,0.6386,7.48,1.81,9.29,2025-09-18 17:19:31
final_0918,0.5,0.2,0,334,98.2,76.65,88.32,88.32,0.4329,0.1895,0.0001,0.6225,7.48,1.49,8.97,2025-09-18 17:23:24
final_0918,0.5,0.12,0,334,98.8,76.65,87.72,88.62,0.4341,0.1981,0.0001,0.6322,7.48,1.75,9.23,2025-09-18 17:24:22
final_0918,0.6,0.11,0,334,98.8,82.63,90.42,90.72,0.6125,0.1943,0.0001,0.8069,11.15,1.52,12.67,2025-09-18 17:52:47
final_0918,0.6,0.2,0,334,98.5,82.63,88.62,89.52,0.6159,0.1862,0.0001,0.8022,11.15,1.31,12.46,2025-09-18 17:56:19
final_0918,0.6,0.12,0,334,98.8,82.63,90.72,91.32,0.6187,0.1965,0.0001,0.8153,11.15,1.49,12.64,2025-09-18 17:57:42
final_0918,0.7,0.11,0,334,99.4,87.72,89.52,91.62,0.8456,0.186,0.0002,1.0317,15.85,1.39,17.25,2025-09-18 18:35:52
final_0918,0.7,0.2,0,334,97.9,87.72,89.22,90.72,0.8488,0.1849,0.0002,1.0338,15.85,1.24,17.1,2025-09-18 18:39:11
final_0918,0.7,0.12,0,334,99.4,87.72,89.82,91.62,0.8405,0.1843,0.0002,1.025,15.85,1.37,17.23,2025-09-18 18:40:44
final_0918,0.8,0.11,0,334,98.5,88.92,89.22,89.82,1.2143,0.1867,0.0002,1.4013,21.82,1.36,23.18,2025-09-18 19:39:48
final_0918,0.8,0.2,0,334,97.31,88.92,92.51,92.51,1.2228,0.183,0.0002,1.406,21.82,1.22,23.05,2025-09-18 19:43:09
final_0918,0.8,0.12,0,334,98.5,88.92,89.22,90.42,1.2192,0.1879,0.0002,1.4073,21.82,1.34,23.16,2025-09-18 19:44:50
final_0918,0.9,0.11,0,334,98.2,87.43,90.42,91.62,1.5672,0.1859,0.0002,1.7533,28.68,1.29,29.97,2025-09-18 21:01:47
final_0918,0.9,0.2,0,334,97.31,87.43,90.72,91.62,1.5719,0.1855,0.0002,1.7577,28.68,1.19,29.87,2025-09-18 21:05:19
final_0918,0.9,0.12,0,334,98.2,87.43,89.82,91.62,1.5741,0.1895,0.0002,1.7638,28.68,1.28,29.96,2025-09-18 21:07:14
qwen25vl,0.5,0.11,20,334,87.13,23.65,28.44,34.73,0.4705,0.3741,0.0002,0.8448,7.38,5.1,12.48,2025-09-18 21:47:51
final_0918,1.0,0.11,0,334,97.9,90.72,86.83,90.12,2.0063,0.1879,0.0003,2.1944,35.16,1.31,36.47,2025-09-18 22:44:31
final_0918,1.0,0.2,0,334,97.31,90.72,89.22,90.72,2.006,0.184,0.0003,2.1903,35.16,1.18,36.34,2025-09-18 22:47:23
final_0918,1.0,0.12,0,334,97.9,90.72,87.72,89.82,2.0142,0.1862,0.0003,2.2006,35.16,1.28,36.44,2025-09-18 22:50:07
